,avisoid,empresaid,avisofechapublicacion,avisovacante,mostrarsueldo,avisoexperiencia,expiracion,dias,avisorepublicacion,avisocargo,areanombre,actividadempresanombre,avisocuerpo,disponibilidadnombre,avisoduracioncont,avisolugartrabajo,gradoescolarnombre,situacionestudios,avisorequisitos,carreras,estado,endpagado_o_gratuito,nivelnombre,carreras_array,sueldoestimado,_merge,bucket1,bucket2,bucket3,bucket4,similars
1467,299917.0,11152,2008-07-25,3.0,0.0,,2008-08-23 00:00:00,29,0,Especialista en Gestión de Procesos,Ingeniería,Aeronaves / Astilleros,"ATENCION: Solo se consideraran los currículos enviados a reclutamiento@tunning.cl escribiendo en el asunto: Código de postulación 30708-3

Quienes somos:

TUNNING es una empresa  que se desenvuelve en el ámbito de control y sistemas eléctricos. Nuestra misión es producir productos y servicios de clase mundial, para lo que requerimos especialistas técnicos y administradores altamente especializados, con una ética y prácticas de  trabajo específicas. Esta oferta es para alumnos recién egresados quienes requieran una práctica final y se interesen en quedar trabajando en la empresa.  Involucra entrar en un plan de formación que transforme a la persona, liberándola como especialista en gestión en el  plazo de dos años.    
TUNNING se desenvuelve a diario con empresas líderes mundiales. Nuestros clientes son grandes corporaciones industriales de presencia global.  
Al entrar a este programa, no solo se aprende tecnología y metodología de trabajo de punta, sino que permite pasar a ser un actor en el mundo de los proyectos,  tejiendo redes de contactos en importantísimas empresas.

Con este propósito, es que nuestro horizonte se ha orientado hacia las carreras de (1) Gestión y control de calidad; (2) Ingeniería en prevención de riesgos, calidad y ambiente e (3) Ingeniería en administración industrial (4) Contador Auditor (5) Ingeniería comercial (6) Ingeniería Industrial y carreras afines.
 
El cargo es “Especialista en Gestión de Procesos”.  Las actividades asociadas con este cargo son:
-	Programación y control de ejecución de actividades y uso de recursos 
-	Creación y administración de sistemas de gestión. Incluye definir objetivos, conceptos y procedimientos, obtener datos, crear estadísticas, ajustar procesos para el logro de los objetivos. 
-	Control operacional.  Implica establecer herramientas que permitan ver procesos y sus restricciones, de forma de generar alarmas y proponer acciones.

Sueldo: Mínimo inicial por 3 meses",Jornada Completa,Indefinido,Santiago,Técnico profesional superior,Indiferente,Ser egresado de las carreras antes mencionadas buscando práctica con expectativas reales de permanecer en la empresa.,[Ingeniería Industrial] - ,Desactivo,Gratuito,Nivel usuario,,159000.0,Matched (3),2,0,1,0,"[1458, 1463, 1464, 1465, 1466, 1478, 1680]"
1470,300008.0,2031,2008-07-24,20.0,1.0,1.0,2008-10-22 00:00:00,90,0,TELEMARKETING,Comercial,Energía / Electricidad / Electrónica,Nuestra empresa se dedica a realizar prestaciones de servicos para varios clientes desde el 2006 contamos con experiencia en el ramo de venta via telefonica.,Part Time,,DESDE CASA,Técnico,Indiferente,"Urgente, se necesita personas que puedan trabajar desde casa indispensable contar con PC e internet banda ancha (speedy), de 04 a 06 horas diarias, altas comisiones en dolares,el trabajo es para una empresa Española, por favor enviar informacion al correo electronico. global_contact@gawab.com",,Desactivo,Pagado,Nivel usuario,,800.0,Matched (3),0,1,1,0,"[1307, 1451, 1481]"
1474,300119.0,40199,2008-07-25,10.0,0.0,,2008-10-23 00:00:00,90,0,Asistente para Advisory Services,Servicios,Agropecuaria ,"ADVISORY SERVICES, para su línea de servicios de 
   
   BUSINESS RISK SERVICES
   
   necesita incorporar 
   
   ESTUDIANTES AVANZADOS y GRADUADOS de las carreras de CIENCIAS ECONÓMICAS
   
   Los servicios que esta División presta a sus clientes son en control y mejora de procesos, certificaciones en Sarbanex Oaxley, business intelligence, gestión de riesgos de negocios, entre otros
   
   TE OFRECEMOS: 
   ? Rápida carrera profesional 
   ? Posiciones part time o full time
   ? Bonus anual por desempeño
   ? Excelente ambiente de trabajo
   ? Políticas de ?exibilidad y licencias especiales
   ? 170 hs de capacitación en tu primer año
   ? Beneficios adicionales para quienes residen en el interior del país
   
   
   Para más información sobre nuestra organización, ingresá a www.ey.com/ar
   
   ¡Te estamos esperando!",Jornada Completa,,CABA,Universitario,Indiferente,"* Pensar y trabajar analíticamente
   * Demostrar actitud abierta al aprendizaje
   * Expresarse con claridad, verbalmente y por escrito
   * Trabajar en equipo
   * Buscar y alcanzar la excelencia",[Contador General / Contabilidad] - ,Desactivo,Pagado,Nivel bajo,,0.0,Matched (3),0,0,1,0,"[1048, 1098, 1141, 1148, 1183, 1229, 1272, 1315, 1731, 1831, 2115, 2219]"
1476,300262.0,566487,2008-07-25,1.0,1.0,2.0,2008-10-23 00:00:00,90,0,Asistente Administrativo Comercial,Administración,Agropecuaria ,"Requiere de Asistente Administrativo /Comercial, de apoyo al Area Administracion en seguimiento de recursos, cuadros de control, asistencias, coordinación de eventos en la empresa, recuerdos telefonicos, recepcion de llamadas y en apoyo comercial elaboración de Documentos comerciales, busqueda de información.",Jornada Completa,3 meses,San Isidro,Técnico,Indiferente,"Pueden ser técnico superior o universitarios, si están en últimos ciclos de sus carreras, los ayudamos en culminar con apoyo en el horario.
   Excelente presencia y buen trato a las personas , muy comunicativa",[Administración de Empresas] - ,Desactivo,Pagado,Nivel usuario avanzado,,1000.0,Matched (3),1,0,0,0,[1435]
1477,300266.0,41550,2008-08-04,4.0,0.0,3.0,2008-10-23 00:00:00,80,0,Ejecutivo de ventas terreno,Ventas,Arquitectura / Diseño / Decoración,"Importante compañía multinacional, líder en brindar soluciones flexibles e innovadoras en servicios de Courier Express nacional e internacional, requiere contratar para su sede en Santiago de Chile a: Ejecutivo de Venta en Terreno.
  Buscamos profesionales del área de ventas con full experiencia en manejo de empresas Pymes. Deben poseer experiencia comprobada de a lo menos 3 años alcanzando los mejores resultados en ventas de servicios.
 Dentro de las principales actividades del cargo se encuentra el desarrollo, mantención y la generación de nuevos negocios, a través del teléfono y  visitas a terreno.
 Nuestra búsqueda está centrada en personas dinámicas y proactivas, con excelencia en la atención de clientes, capaces de trabajar bajo presión y con una clara orientación en la obtención de metas.
 Ofrecemos la posibilidad de integrarse a un grato clima laboral y a una empresa con una fuerte
 Orientación en Responsabilidad Social.",Jornada Completa,,Providencia,Técnico profesional superior,Indiferente,"Educación Técnica Profesional
Al menos 3 años de experiencia comprobable en ventas terreno alcanzando los mejores resultados en ventas de servicios.
Perfil dinámico y proactivo, con excelencia en la atención de clientes. 
 Capacidad para trabajar bajo presión y con una clara orientación en la obtención de metas.",,Desactivo,Pagado,Nivel usuario,,550000.0,Matched (3),1,0,0,0,"[3, 1752]"
1478,300289.0,9031,2008-07-25,3.0,1.0,,2008-10-23 00:00:00,90,0,Especialista en Gestión de Procesos,Ingeniería,Aeronaves / Astilleros,"ATENCION: Solo se consideraran los currículos enviados a reclutamiento@tunning.cl escribiendo en el asunto: Código de postulación: 30708-3 Inacap

Quienes somos:

TUNNING es una empresa  que se desenvuelve en el ámbito de control y sistemas eléctricos. Nuestra misión es producir productos y servicios de clase mundial, para lo que requerimos especialistas técnicos y administradores altamente especializados, con una ética y prácticas de  trabajo específicas. Esta oferta es para alumnos recién egresados quienes requieran una práctica final y se interesen en quedar trabajando en la empresa.  Involucra entrar en un plan de formación que transforme a la persona, liberándola como especialista en gestión en el  plazo de dos años.    
TUNNING se desenvuelve a diario con empresas líderes mundiales. Nuestros clientes son grandes corporaciones industriales de presencia global.  
Al entrar a este programa, no solo se aprende tecnología y metodología de trabajo de punta, sino que permite pasar a ser un actor en el mundo de los proyectos,  tejiendo redes de contactos en importantísimas empresas.

Con este propósito, es que nuestro horizonte se ha orientado hacia las carreras de antes mencionadas y carreras afines.
 
El cargo es “Especialista en Gestión de Procesos”.  Las actividades asociadas con este cargo son:
-	Programación y control de ejecución de actividades y uso de recursos 
-	Creación y administración de sistemas de gestión. Incluye definir objetivos, conceptos y procedimientos, obtener datos, crear estadísticas, ajustar procesos para el logro de los objetivos. 
-	Control operacional.  Implica establecer herramientas que permitan ver procesos y sus restricciones, de forma de generar alarmas y proponer acciones.

Sueldo: Mínimo inicial por 3 meses",Jornada Completa,Indefinido,TUNNING Santiago,Técnico profesional superior,Indiferente,"ATENCION: Solo se consideraran los currículos enviados a reclutamiento@tunning.cl escribiendo en el asunto: Código de postulación: 30708-3 Inacap

Haber egresado de las carreras antes mencionadas para realizar práctica profesional o buscar una oportunidad laboral",[Técnico en Electricidad Industrial] - ,Desactivo,Gratuito,Nivel usuario,,159000.0,Matched (3),1,0,1,0,"[1458, 1463, 1464, 1465, 1466, 1467, 1680]"
1481,300427.0,566487,2008-07-25,20.0,1.0,1.0,2008-10-23 00:00:00,90,0,TELEMARKETING,Comercial,Energía / Electricidad / Electrónica,Nuestra empresa se dedica a realizar prestaciones de servicos para varios clientes desde el 2006 contamos con experiencia en el ramo de venta via telefonica.,Part Time,,Lima,Técnico,Indiferente,"Urgente, se necesita personas que puedan trabajar desde casa indispensable contar con PC e internet banda ancha (speedy), de 04 a 06 horas diarias, altas comisiones en dolares,el trabajo es para una empresa Española, por favor enviar informacion al correo electronico. global_contact@gawab.com",,Desactivo,Pagado,Nivel usuario,,800.0,Matched (3),0,1,1,0,"[1307, 1451, 1470]"
1482,300462.0,10761,2008-07-25,1.0,0.0,2.0,2008-09-23 00:00:00,60,0,Ingeniero en Control de Gestión Importante Empresa Productora,Gestión,Biotecnologia,"Importante empresa de fabricación de plásticos, líder en su rubro, ubicada en Huechuraba, requiere contratar un tesorero encargado de proveedores. 


Responsabilidades: 
Participación en los procesos de formulación estratégica
Definir el modelo de control de gestión estratégica
Entregar los antecedentes de avances de la gestión 
Reportar al Gerente General
Dirigir y elaborar el proceso presupuestario anual de la empresa
Estandarización de la gestión operativa de la empresa
Se ofrece: 
Posibilidad de incorporarse en forma estable 
Desarrollo y crecimiento profesional
Renta de mercado
Grato ambiente laboral


BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail ingcontrolgestion@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com",Jornada Completa,INDEF,HUECHURABA,Universitaria,Indiferente,"Ingeniero Civil Industrial o Civil Civil
Experiencia de 1 a 2 años en cargos similares
Amplios conocimientos en Control de Gestión y Dirección Estratégica.
Ganas de crecer y desarrollarse de forma permanente en una importante empresa.
Persona proactiva y dinámica
Conocimientos en Excel
Antecedentes intachables y honestidad a toda prueba.",[Ingeniería Civil] - ,Desactivo,Gratuito,Nivel usuario avanzado,,500000.0,Matched (3),1,0,0,0,"[1485, 1525, 1526, 1656, 1657, 1658, 1736, 1835, 1836, 1837, 1838, 1839, 1840, 1858, 1859, 1933]"
1483,300466.0,21459,2008-07-25,10.0,0.0,,2008-10-23 00:00:00,90,0,OPERARIO DE PRODUCCIÓN,Mantención,Aeronaves / Astilleros,Empresa líder en la industria requiere a personas con conocimientos y capacidades necesarias para el puesto de operario de producción. Su labor será encargarse del mantenimiento y buen funcionamiento de la maquinaria de la empresa.,Jornada Completa,,Planta,Técnico,Indiferente,"Los requisitos que deben cumplir para poder acceder al puesto en cuestión son tener estudios técnicos concluidos en la carrera de Mecánica, la experiencia no es indispensable, contar con un óptimo estado de salud y tener facilidad para la comunicación interpersonal. A cambio la empresa ofrece sueldo de acuerdo a desempeño y beneficios de ley, un agradable ambiente de trabajo y capacitación en el área de mantenimiento.

Para poder acceder a la oferta de trabajo, favor ingresar su Currículum Vitae a la página Web de la empresa, todas aquellas personas interesadas que cumplan con los requisitos del puesto.",,Desactivo,Pagado,Nivel bajo,,1.0,Matched (3),0,0,1,0,[1513]
1484,300471.0,21459,2008-07-25,2.0,0.0,,2008-10-23 00:00:00,90,0,PRACTICANTE DE PSICOLOGIA ORGANIZACIONAL,Otra Área,Entretenimiento,"Empresa consultora en RRHH requiere a estudiantes de psicología, que esten cursando los últimos ciclos, de su carrera  para que desarrollen prácticas ad honorem en evaluación y selección de personal.",Práctica Profesional,,Avenida Angamos Este 2647 oficina 205 Torres de Li,Universitario,Indiferente,"Requisitos:

- Estudiantes universitarios de últimos ciclos en psicología Organizacional.
- Con o sin experiencia laboral.
- Visión e interés en desarrollarse en el área de RR.HH.
- Predisposición para el aprendizaje permanente.
- Habilidad en computación.
- Facilidad de comunicación interpersonal.
- Actitud de servicio.


Se ofrece: 
- Certificado de prácticas en el área de RR.HH.
- Oportunidad de desarrollo profesional en el área de recursos humanos
- Programa de capacitación en gestión de evaluaciones en RR.HH. 
- Agradable ambiente de trabajo.
- Part time. y horario flexible.",,Desactivo,Pagado,Nivel usuario,,1.0,Matched (3),0,0,0,1,[1383]
1485,300473.0,7313,2008-07-25,1.0,0.0,3.0,2008-10-23 00:00:00,90,0,Ingeniero en Control de Gestión Importante Empresa Productora,Gestión,Biotecnologia,"Importante empresa de fabricación de plásticos, líder en su rubro, ubicada en Huechuraba, requiere contratar un tesorero encargado de proveedores. 


Responsabilidades: 
Participación en los procesos de formulación estratégica
Definir el modelo de control de gestión estratégica
Entregar los antecedentes de avances de la gestión 
Reportar al Gerente General
Dirigir y elaborar el proceso presupuestario anual de la empresa
Estandarización de la gestión operativa de la empresa
Se ofrece: 
Posibilidad de incorporarse en forma estable 
Desarrollo y crecimiento profesional
Renta de mercado
Grato ambiente laboral


BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail ingcontrolgestion@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com",Jornada Completa,INDEF,HUECHURABA,Universitaria,Indiferente,"Ingeniero Civil Industrial o Civil Civil
Experiencia de 1 a 2 años en cargos similares
Amplios conocimientos en Control de Gestión y Dirección Estratégica.
Ganas de crecer y desarrollarse de forma permanente en una importante empresa.
Persona proactiva y dinámica
Conocimientos en Excel
Antecedentes intachables y honestidad a toda prueba.",[Ingeniería Industrial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,500000.0,Matched (3),1,0,0,0,"[1482, 1525, 1526, 1656, 1657, 1658, 1736, 1835, 1836, 1837, 1838, 1839, 1840, 1858, 1859, 1933]"
1495,301031.0,567288,2008-07-28,1.0,0.0,0.0,2008-10-26 00:00:00,90,0,Ingeniero Trainée,Ingeniería,Aeronaves / Astilleros,"Buscamos profesional joven del área de la Ingeniería, para participar en atractivo Programa Trainée de importante empresa de Telecomunicaciones. De esta forma, serás entrenado en diversas áreas para desarrollar competencias y experiencia en el rubro, con posibilidades de seguir en la empresa. El objetivo de nuestro programa se relaciona con potenciar a un profesional recién titulado, logrando especializarse y desarrollarse laboralmente.",Jornada Completa,,Santiago,Universitaria,Indiferente,"-Título de Ingeniero.
-Flexibilidad, proactividad, entusiasmo.
-Experiencia previa no requerida.
-Promedio de notas superior en la Universidad.",[Ingeniería] - ,Desactivo,Pagado,Nivel usuario,,600000.0,Matched (3),1,0,0,0,[1504]
1496,301339.0,44477,2008-07-28,1.0,0.0,2.0,2008-10-26 00:00:00,90,0,MUESTREADOR DE AGUAS RESIDUALES Y LODO.,Otra Área,Aeronaves / Astilleros,"Importante empresa del rubro sanitario requiere contratar técnico o profesional para desempeñase en el cargo de Muestreador de Aguas Residuales y Lodo.

PRINCIPALES FUNCIONES:
-Efectuar recolección, preservación y transporte de muestras de aguas, realizando determinación de parámetros físico-químicos en terreno, de acuerdo, a las exigencias del sistema de aseguramiento de calidad.",Jornada Completa,,Santiago comuna de San Joaquín,Técnico profesional superior,Indiferente,"- Deseable experiencia en muestreo de aguas.
- Manejo de equipos automáticos y medidores de caudal.
- Manejo computación nivel usuario.
- Licencia clase B al día.",[Técnico en Medio Ambiente] - ,Desactivo,Pagado,Nivel usuario,,320000.0,Matched (3),1,0,0,0,"[105, 268, 690, 780, 1026, 1101, 1357, 1424, 1623, 1765, 1938, 2147, 2239, 2365]"
1497,301340.0,44477,2008-07-28,2.0,0.0,2.0,2008-10-26 00:00:00,90,0,Muestreador Agua Potable,Otra Área,Aeronaves / Astilleros,"Importante empresa del rubro sanitario requiere contratar técnico o profesional para desempeñase en el cargo de Muestreador de Agua Potable..

PRINCIPALES FUNCIONES:
-Efectuar recolección, preservación y transporte de muestras de aguas, realizando determinación de parámetros físico-químicos en terreno, de acuerdo, a las exigencias del sistema de aseguramiento de calidad.",Jornada Completa,,Santiago comuna de San Joaquín,Técnico profesional superior,Indiferente,"- Deseable experiencia en muestreo de aguas.
- Manejo de equipos automáticos y medidores de caudal.
- Manejo computación nivel usuario.
- Licencia clase B al día.",[Técnico en Medio Ambiente] - ,Desactivo,Pagado,Nivel usuario,,320000.0,Matched (3),1,0,0,0,[1396]
1500,301629.0,11758,2008-07-29,1.0,1.0,3.0,2008-09-27 00:00:00,60,0,Contador Auditor encargado de control interno para importante Empresa Nacional,Contabilidad,Biotecnologia,"Nuestro cliente, importante empresa de ropa sport y juvenil con amplia presencia a nivel nacional requiere contratar al mejor Contador Auditor encargado de control interno.

Responsabilidades:
Control de procedimientos de inventario
Control y Auditoría del departamento de Recursos Humanos
Se ofrece:
Estabilidad laboral
Grato ambiente y posibilidades de desarrollo
Renta de $500.000 líquidos. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail contadorcontrol@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com",Jornada Completa,INDEFINIDO,QUILICURA,Universitaria,Indiferente,"Profesional con estudios en Auditoría.
Experiencia en el cargo de al menos dos años en cargos similares
Antecedentes intachables
Disponibilidad para viajar (eventualmente)",[Contador Auditor] - ,Desactivo,Gratuito,Nivel usuario avanzado,,500000.0,Matched (3),1,0,0,0,"[1358, 1360, 1460, 1461, 1501, 1502, 1503, 1505, 1506, 1507]"
1501,301632.0,21475,2008-07-29,1.0,0.0,3.0,2008-10-27 00:00:00,90,0,Contador Auditor encargado de control interno para importante Empresa Nacional,Contabilidad,Biotecnologia,"Nuestro cliente, importante empresa de ropa sport y juvenil con amplia presencia a nivel nacional requiere contratar al mejor Contador Auditor encargado de control interno.

Responsabilidades:
Control de procedimientos de inventario
Control y Auditoría del departamento de Recursos Humanos
Se ofrece:
Estabilidad laboral
Grato ambiente y posibilidades de desarrollo
Renta de $500.000 líquidos. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail contadorcontrol@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com",Jornada Completa,INDEF,QUILICURA,Universitaria,Indiferente,"Profesional con estudios en Auditoría.
Experiencia en el cargo de al menos dos años en cargos similares
Antecedentes intachables
Disponibilidad para viajar (eventualmente)",[Contador Auditor] - ,Desactivo,Gratuito,Nivel usuario avanzado,,500000.0,Matched (3),1,0,0,0,"[1358, 1360, 1460, 1461, 1500, 1502, 1503, 1505, 1506, 1507]"
1502,301635.0,10768,2008-07-31,1.0,1.0,3.0,2008-09-27 00:00:00,58,0,Contador Auditor encargado de control interno para importante Empresa Nacional,Contabilidad,Biotecnologia,"Nuestro cliente, importante empresa de ropa sport y juvenil con amplia presencia a nivel nacional requiere contratar al mejor Contador Auditor encargado de control interno.

Responsabilidades:
Control de procedimientos de inventario
Control y Auditoría del departamento de Recursos Humanos
Se ofrece:
Estabilidad laboral
Grato ambiente y posibilidades de desarrollo
Renta de $500.000 líquidos. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail contadorcontrol@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com",Jornada Completa,INDEFINIDO,QUILICURA,Universitaria,Indiferente,"Profesional con estudios en Auditoría.
Experiencia en el cargo de al menos dos años en cargos similares
Antecedentes intachables
Disponibilidad para viajar (eventualmente)",[Contador Auditor] - ,Desactivo,Gratuito,Nivel usuario avanzado,,500000.0,Matched (3),1,0,0,0,"[1358, 1360, 1460, 1461, 1500, 1501, 1503, 1505, 1506, 1507]"
1503,301637.0,6012,2008-07-29,1.0,1.0,3.0,2008-09-27 00:00:00,60,0,Contador Auditor encargado de control interno para importante Empresa Nacional,Contabilidad,Biotecnologia,"Nuestro cliente, importante empresa de ropa sport y juvenil con amplia presencia a nivel nacional requiere contratar al mejor Contador Auditor encargado de control interno.

Responsabilidades:
Control de procedimientos de inventario
Control y Auditoría del departamento de Recursos Humanos
Se ofrece:
Estabilidad laboral
Grato ambiente y posibilidades de desarrollo
Renta de $500.000 líquidos. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail contadorcontrol@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com",Jornada Completa,INDEFINIDO,QUILICURA,Universitaria,Indiferente,"Profesional con estudios en Auditoría.
Experiencia en el cargo de al menos dos años en cargos similares
Antecedentes intachables
Disponibilidad para viajar (eventualmente)",[Contador Auditor] - ,Desactivo,Gratuito,Nivel usuario avanzado,,500000.0,Matched (3),1,0,0,0,"[1358, 1360, 1460, 1461, 1500, 1501, 1502, 1505, 1506, 1507]"
1504,301706.0,6783,2008-07-29,1.0,0.0,,2008-10-27 00:00:00,90,0,Ingeniero Trainée,Ingeniería,Aeronaves / Astilleros,"• Funciones del cargo:	 Buscamos profesional joven del área de la Ingeniería, para participar en atractivo Programa Trainée de importante empresa de Telecomunicaciones. De esta forma, será entrenado en diversas áreas para desarrollar competencias y experiencia en el rubro, con posibilidades de seguir en la empresa. El objetivo de nuestro programa se relaciona con potenciar a un profesional recién titulado, logrando especializarse y desarrollarse laboralmente.",Jornada Completa,1,Santiago,Universitaria,Indiferente,"• Estudios Mínimos: Ingeniero recién titulado o en vías de titulación.
• Carrera: Ingeniería Civil, Ingeniería Civil Eléctrica, Ingeniería Civil Electrónica, deseable con especialidad en el área de Telecomunicaciones.  
• Experiencia Mínima: No se requiere experiencia previa.
• Conocimientos Computacionales: Nivel usuario avanzado.
• Requisitos Mínimos: Entusiasmo, automotivación, flexibilidad.",[Ingeniería] - ,Desactivo,Pagado,Nivel usuario avanzado,,500000.0,Matched (3),1,0,0,0,[1495]
1505,301707.0,41035,2008-07-29,1.0,1.0,3.0,2008-09-27 00:00:00,60,0,Contador Auditor encargado de control interno para importante Empresa Nacional,Contabilidad,Biotecnologia,"Nuestro cliente, importante empresa de ropa sport y juvenil con amplia presencia a nivel nacional requiere contratar al mejor Contador Auditor encargado de control interno.

Responsabilidades:
Control de procedimientos de inventario
Control y Auditoría del departamento de Recursos Humanos
Se ofrece:
Estabilidad laboral
Grato ambiente y posibilidades de desarrollo
Renta de $500.000 líquidos. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail contadorcontrol@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com",Jornada Completa,INDEFINIDO,QUILICURA,Universitaria,Indiferente,"Profesional con estudios en Auditoría.
Experiencia en el cargo de al menos dos años en cargos similares
Antecedentes intachables
Disponibilidad para viajar (eventualmente)",[Contador Auditor] - ,Desactivo,Gratuito,Nivel usuario avanzado,,500000.0,Matched (3),1,0,0,0,"[1358, 1360, 1460, 1461, 1500, 1501, 1502, 1503, 1506, 1507]"
1506,301710.0,36734,2008-07-29,1.0,1.0,3.0,2008-09-27 00:00:00,60,0,Contador Auditor encargado de control interno para importante Empresa Nacional,Contabilidad,Biotecnologia,"Nuestro cliente, importante empresa de ropa sport y juvenil con amplia presencia a nivel nacional requiere contratar al mejor Contador Auditor encargado de control interno.

Responsabilidades:
Control de procedimientos de inventario
Control y Auditoría del departamento de Recursos Humanos
Se ofrece:
Estabilidad laboral
Grato ambiente y posibilidades de desarrollo
Renta de $500.000 líquidos. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail contadorcontrol@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com",Jornada Completa,INDEFINIDO,QUILICURA,Universitaria,Indiferente,"Profesional con estudios en Auditoría.
Experiencia en el cargo de al menos dos años en cargos similares
Antecedentes intachables
Disponibilidad para viajar (eventualmente)",[Contador Auditor] - ,Desactivo,Gratuito,Nivel usuario avanzado,,500000.0,Matched (3),1,0,0,0,"[1358, 1360, 1460, 1461, 1500, 1501, 1502, 1503, 1505, 1507]"
1507,301723.0,10761,2008-07-29,1.0,1.0,3.0,2008-09-27 00:00:00,60,0,Contador Auditor encargado de control interno para importante Empresa Nacional,Contabilidad,Biotecnologia,"Nuestro cliente, importante empresa de ropa sport y juvenil con amplia presencia a nivel nacional requiere contratar al mejor Contador Auditor encargado de control interno.

Responsabilidades:
Control de procedimientos de inventario
Control y Auditoría del departamento de Recursos Humanos
Se ofrece:
Estabilidad laboral
Grato ambiente y posibilidades de desarrollo
Renta de $500.000 líquidos. 

BVM Consultores invita a los postulantes interesados a enviar sus antecedentes INDICANDO REFERENCIAS LABORALES Y PRETESIONES DE RENTA al mail contadorcontrol@bvmconsultores.com o ingresarlos directamente en el sitio www.SeRecluta.com",Jornada Completa,INDEFINIDO,QUILICURA,Universitaria,Indiferente,"Profesional con estudios en Auditoría.
Experiencia en el cargo de al menos dos años en cargos similares
Antecedentes intachables
Disponibilidad para viajar (eventualmente)",[Contador Auditor] - ,Desactivo,Gratuito,Nivel usuario,,500000.0,Matched (3),1,0,0,0,"[1358, 1360, 1460, 1461, 1500, 1501, 1502, 1503, 1505, 1506]"
1508,301740.0,10107,2008-07-29,1.0,0.0,2.0,2008-10-27 00:00:00,90,0,Ingeniero en Prevención de Riesgo,Prevención de Riesgos,Agropecuaria ,"Importante empresa del rubro eléctrico requiere  a Ingeniero en Prevención de Riesgo. El cargo está orientado a :
-  Desarrollar  y supervisar acciones para evitar accidentes del trabajo y enfermedades profesionales en la organización.
- Apoyar en el desarrollo de estrategias de Control de Pérdidas, Gestión Ambiental y Salud Ocupacional, en las distintas unidades de la Empresa.
-  Exigir el cumplimiento de las normas y procedimientos vigentes o en su defecto la aplicación del concepto de trabajo seguro.
- Mantener registro estadístico de los siniestros laborales ocurridos en la empresa y contratistas.",Jornada Completa,,Temuco,Universitaria,Indiferente,"- Ingeniero en Prevenición de Riesgo
- Experiencia de al menos 1 año.

Sede del Cargo: Temuco",[Ingeniería en Prevención de Riesgos] - ,Desactivo,Pagado,Nivel usuario,,1000000.0,Matched (3),1,0,0,0,[681]
1509,302004.0,47856,2008-07-30,1.0,0.0,3.0,2008-10-28 00:00:00,90,0,Tecnico Soporte Part Time,Computación e Informática,Defensa,"Importante empresa Sector TI requiere técnico de soporte, con  Conocimientos de Plataforma Windows, redes, Comunicaciones
Conocimientos de Bases de datos
Conocimiento de Sistemas Operativos MS, Linux. Conocimiento de Procesamiento remoto.",Part Time,a convenir,Santiago,Técnico profesional superior,Indiferente,"Se requiere personas con habilidades, capacidad de trabajo en equipo, organizado, buen comunicador, proactivo.",[Redes y Comunicación de Datos / Conectividad ] - ,Desactivo,Gratuito,Nivel técnico,,300000.0,Matched (3),0,1,0,0,"[1093, 1102]"
