,avisoid,empresaid,avisofechapublicacion,avisovacante,mostrarsueldo,avisoexperiencia,expiracion,dias,avisorepublicacion,avisocargo,areanombre,actividadempresanombre,avisocuerpo,disponibilidadnombre,avisoduracioncont,avisolugartrabajo,gradoescolarnombre,situacionestudios,avisorequisitos,carreras,estado,endpagado_o_gratuito,nivelnombre,carreras_array,sueldoestimado,_merge,bucket1,bucket2,bucket3,bucket4,similars
3419,652870.0,592802,2010-08-25,3.0,0.0,0.0,2010-10-16 00:00:00,52,0,ANTOFAGASTA - PERSONAL FULL TIME ,Gastronomía,Educación / Capacitación,"Pizza Hut se encuentra en la búsqueda de personal para integrarse a los equipos de sus diferentes locales.

Nos orientamos a personas que requieran un trabajo de manera part time, con alta motivación y orientación hacia los clientes. ",Por Turnos,Plazo fijo - Indefinido,Locales Pizza Hut,Media,Egresado,"Se requiere personal con alto compromiso en las tareas, adecuada presencia personal, pro-actividad, buen trabajo de equipo y atención de excelencia a los clientes.

Es indispensable que tenga disponiblidad de Lunes a Domingo desde las 16:00 hrs hasta las 00:00 hrs, para trabajar 45 hrs semanales.

Disponibilidad para realizar las diferentes funciones que se requieran en el local. ",,Desactivo,Pagado,Ninguno,,180000.0,Matched (3),1,0,0,0,"[1686, 1687, 1688, 1689, 1690, 1992, 2769, 3418]"
3421,652922.0,23636,2010-09-13,1.0,0.0,0.0,2010-11-12 00:00:00,60,4,Reponedor Nocturno para Ekono - Lo Barnechea,Otra Área,Retail,"Importante y exitoso supermercado perteneciente a prestigiosa Compañía de retail internacional requiere contratar a Reponedor Nocturno para local ubicado en comuna de Lo Barnechea.

La principal función del cargo es realizar reposiciones en el local durante la noche, en horario de 10 pm a 7:30 am.

Se incluyen beneficios y capacitaciones correspondientes. Además se ofrce estabilidad laboral y oportunidades de desarrollo.

Para postular no es necesario que vayas con tenida formal o lleves tu currículum u otra documentación, sólo debes presentarte en nuestro nuevo centro de postulación ubicado en el 2° subterráneo del Hiper LIDER ubicado en General Velásquez 060 (esquina Alameda con Gral. Velásquez, estación de metro San Alberto Hurtado), de lunes a viernes, entre 9°° y 13ºº, y de 14ºº a 17ºº hrs

¡Te esperamos!",Jornada Completa,11111,Lo Barnechea,Media,Graduado,"- Compromiso y responsabilidad
- Ser mayor de 18 años
- Tener servicio militar al día",,Desactivo,Pagado,Ninguno,,11111.0,Matched (3),1,0,0,0,"[1121, 2138, 2329, 2334, 3246, 3248, 3249, 3638, 3724]"
3422,652956.0,5694,2010-09-24,1.0,0.0,3.0,2010-11-23 00:00:00,60,2,Jefe Nacional de Bodega (ANTOFAGASTA),Logística,Biotecnologia,"Komatsu Reman Center, multinacional ligada al rubro de la minería, requiere contratar a Jefe Nacional de Bodega para trabajar en Antofagasta 
Responsabilidades y Actividades:
Reconocer y satisfacer las necesidades de estructuras (Racks, Estanterías, Equipos de Desplazamiento, Lay-out, etc.).
Diseñar y liderar el levantamiento y operación de las bodegas de la empresa a nivel nacional.
Controlar y custodiar los inventarios, así como los procesos de recepción, almacenamiento, despacho y distribución de los productos.
Administrar los recursos humanos y físicos a cargo.
Determinar las Políticas de Almacenamiento y documentarlas adecuadamente.
Velar por la seguridad de los empleados a cargo así como por el cumplimiento de todos los aspectos de la Política Integral de Seguridad, Calidad y Medioambiente.

",Jornada Completa,indefinido,Antofagasta,Universitaria,Egresado,"Ingeniero Civil o Ejecución Industrial, Logística o afín.
Al menos 3 años de experiencia en Logística, como Jefe de Bodega o Centro de Distribución con más de 5000 ítems.
Contar con conocimientos en administración y control de inventarios, índices de gestión, control de presupuesto.
Manejo avanzado de Excel.
Deseable Manejo de Módulo SAP WMS
Disponibilidad para viajar
Disponibilidad para residir en Antofagasta",[Ingeniería en Logística] - ,Desactivo,Pagado,Nivel usuario avanzado,,1500000.0,Matched (3),1,0,0,0,[4013]
3423,653067.0,20782,2010-09-03,1.0,0.0,1.0,2010-11-02 00:00:00,60,1,Analista control gestion y evaluacion proyectos Sexta region ,Control de Gestión,Agrícola / Ganadera,"Importante  y exitoso Holding agroindustrial alimenticio  de la sexta región, (con varias unidades de negocio ypresencia en distintos puntos del país) requiere incorporar un Analista de control de gestión y evaluación de proyectos corporativo, La sede es en su casa matriz   ubicada en alrededores de Rancagua

Principales Funciones
•Preparación presupuesto, análisis cumplimento mensual, identificación  desviaciones, su motivo y proposición  posibles medidas correctivas.
•Recopilación, validación, estructuración y consolidación información financiera y operacional
•Mantención de bases de datos pertinentes para la generación de reportes. 
•Elaboración de informes gestión y presentación a la Alta Gerencia.
•Análisis  comportamiento KPI, costos y gastos, identificación desviaciones y sus causas,  proposición  y coordinación  de  acciones correctivas.  
•Coordinación y control implementación de  acciones, sistemas y procedimientos para la mejora continua de las distintas operaciones de las empresas asignadas, 
•Colaborar al mejoramiento continuo del área, analizando, proponiendo e implementando Kris,  formatos de reportes,  procedimientos, herramientas, modelos de análisis de información, modelación y simulación de procesos.
•Apoyar  en recopilación y estructuración de información técnica y mercado,  modelamiento y proyección de escenarios y evaluación de factibilidad  técnica, económica  y financiera de proyectos y planes  de inversión del holding. apoyado con herramientas de simulación de procesos y Monte Carlo.
 
Orientamos la búsqueda a profesionales analíticos, proactivos, metódicos, capacidad e interés por aprendizaje, buen manejo de relaciones interpersonales, orientados a objetivos y habilidad de trabajo en equipo, con potencial para desarrollar funciones de mayor nivel en el corto plazo  
Se ofrece la oportunidad de integrarse a un sólido y reconocido Holding, una atractivo nivel de remuneraciones y amplias oportunidades de desarrollo .de carrera (a ",Jornada Completa,indefinido,ceracinis  Rancagua,Universitaria,Graduado,"Ingeniero comercial o civil Industrial universitario .titulado de  1  y 2 años de  experiencia total Abierto también a profesionales de menor experiencia que demuestren  capacidad analisis,  madurez y  potencial 
Deseable experiencia en áreas de control Gestión y/o mejoramiento de procesos y/o planificación y estudios y/o evaluación de proyectos en empresas idealmente de gran envergadura  o en holding   con filiales 
Conocimientos Control de Gestión (KPI, Balance Scorecard), finanzas (control presupuestos,  flujo de caja, estados financieros),proyecciones,   contabilidad básica,  costos, estudios de mercado, evaluación de proyectos, mejoramiento procesos, manejo de herramientas office, Bases de Dato SQL y deseablemente software  simulación ProModel. y ERP (SAP u otro)
Ingles: intermedio , (altamente deseable, avanzado 
Residir en sexta región es altamente deseable ( en ciudades cercanas a Rancagua)  
",[Ingeniería Comercial] - ,Desactivo,Pagado,Ninguno,,1000000.0,Matched (3),0,0,1,0,"[3591, 3593, 3594, 3595]"
3426,653236.0,10761,2010-08-25,1.0,0.0,2.0,2010-10-24 00:00:00,60,0,"Ejecutivo comercial, Empresa de SOPORTES publicitarios, Huechuraba",Ventas,Automotriz ,"Nuestro cliente, importante empresa nacional Especialistas en el servicio de Fabricación, Instalación y Mantención de soportes Publicitarios, requiere al mejor Ejecutivo Comercial para integrarse a su fuerza laboral.

Funciones:
Captación de clientes mediante reuniones y visitas a los mismos.
Generación de relaciones comerciales a largo plazo.
Determinación de necesidades en producciones publicitarias para clientes.
Coordinar con área de producción realización de productos. 
Brindar servicio post-venta y retroalimentación a clientes respecto del mercado.
Cumplimiento de metas planteadas.

Se ofrece: 
Renta fija + comisiones por ventas
Ingresar de forma estable a una organización líder en el rubro, con amplia trayectoria y prestigio en el mercado.
Bonificación de $35.000 para combustible


BVM Consultores S.A. invita a los interesados a enviar sus antecedentes al mail   indicando en ASUNTO CARGO AL CUAL POSTULA Y PRETESIONES DE RENTA. O ingresar sus datos directamente en el sitio www.SeRecluta.com
",Jornada Completa,indefinida,Huechuraba,Universitaria,Graduado,"Experiencia en Venta de servicios o soportes publicitarios de gran tamaño (Excluyente)
Título de Ingeniero Comercial, Administrador de Empresas o afín con el rubro.
Conocimientos y experiencia comprobable en el rubro Marketing, Publicidad y/o merchandising.
Compromiso, determinación, dinamismo y proactividad
Clara orientación a resultados (alto retorno por comisiones)
Conocimiento de productos y servicios (Características, usos, aplicaciones, diseño, entre otras)
",[Marketing / Mercadotecnia] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[3427, 3428, 3429, 3431]"
3427,653240.0,5895,2010-08-25,1.0,0.0,2.0,2010-11-23 00:00:00,90,0,"Ejecutivo comercial, Empresa de SOPORTES publicitarios, Huechuraba",Ventas,Arquitectura / Diseño / Decoración,"Nuestro cliente, importante empresa nacional Especialistas en el servicio de Fabricación, Instalación y Mantención de soportes Publicitarios, requiere al mejor Ejecutivo Comercial para integrarse a su fuerza laboral.

Funciones:
Captación de clientes mediante reuniones y visitas a los mismos.
Generación de relaciones comerciales a largo plazo.
Determinación de necesidades en producciones publicitarias para clientes.
Coordinar con área de producción realización de productos. 
Brindar servicio post-venta y retroalimentación a clientes respecto del mercado.
Cumplimiento de metas planteadas.

Se ofrece: 
Renta fija + comisiones por ventas
Ingresar de forma estable a una organización líder en el rubro, con amplia trayectoria y prestigio en el mercado.
Bonificación de $35.000 para combustible


BVM Consultores S.A. invita a los interesados a enviar sus antecedentes al mail  reclutamiento2@bvmconsultores.com indicando en ASUNTO CARGO AL CUAL POSTULA Y PRETESIONES DE RENTA. O ingresar sus datos directamente en el sitio www.SeRecluta.com
",Jornada Completa,indefinida,Huechuraba,Universitaria,Graduado,"Experiencia en Venta de servicios o soportes publicitarios de gran tamaño (Excluyente)
Título de Ingeniero Comercial, Administrador de Empresas o afín con el rubro.
Conocimientos y experiencia comprobable en el rubro Marketing, Publicidad y/o merchandising.
Compromiso, determinación, dinamismo y proactividad
Clara orientación a resultados (alto retorno por comisiones)
Conocimiento de productos y servicios (Características, usos, aplicaciones, diseño, entre otras)
",[Ingeniería Comercial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[3426, 3428, 3429, 3431]"
3428,653246.0,21475,2010-08-25,1.0,0.0,2.0,2010-11-23 00:00:00,90,0,"Ejecutivo comercial, Empresa de SOPORTES publicitarios, Huechuraba",Ventas,Arquitectura / Diseño / Decoración,"Nuestro cliente, importante empresa nacional Especialistas en el servicio de Fabricación, Instalación y Mantención de soportes Publicitarios, requiere al mejor Ejecutivo Comercial para integrarse a su fuerza laboral.

Funciones:
Captación de clientes mediante reuniones y visitas a los mismos.
Generación de relaciones comerciales a largo plazo.
Determinación de necesidades en producciones publicitarias para clientes.
Coordinar con área de producción realización de productos. 
Brindar servicio post-venta y retroalimentación a clientes respecto del mercado.
Cumplimiento de metas planteadas.

Se ofrece: 
Renta fija + comisiones por ventas
Ingresar de forma estable a una organización líder en el rubro, con amplia trayectoria y prestigio en el mercado.
Bonificación de $35.000 para combustible


BVM Consultores S.A. invita a los interesados a enviar sus antecedentes al mail  reclutamiento2@bvmconsultores.com indicando en ASUNTO CARGO AL CUAL POSTULA Y PRETESIONES DE RENTA. O ingresar sus datos directamente en el sitio www.SeRecluta.com
",Jornada Completa,indefinida,Huechuraba,Universitaria,Graduado,"Experiencia en Venta de servicios o soportes publicitarios de gran tamaño (Excluyente)
Título de Ingeniero Comercial, Administrador de Empresas o afín con el rubro.
Conocimientos y experiencia comprobable en el rubro Marketing, Publicidad y/o merchandising.
Compromiso, determinación, dinamismo y proactividad
Clara orientación a resultados (alto retorno por comisiones)
Conocimiento de productos y servicios (Características, usos, aplicaciones, diseño, entre otras)
",[Ingeniería en Administración Industrial] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[3426, 3427, 3429, 3431]"
3429,653251.0,11758,2010-08-27,1.0,0.0,2.0,2010-11-23 00:00:00,88,0,"Ejecutivo comercial, Empresa de SOPORTES publicitarios, Huechuraba",Ventas,Automotriz ,"Nuestro cliente, importante empresa nacional Especialistas en el servicio de Fabricación, Instalación y Mantención de soportes Publicitarios, requiere al mejor Ejecutivo Comercial para integrarse a su fuerza laboral.

Funciones:
Captación de clientes mediante reuniones y visitas a los mismos.
Generación de relaciones comerciales a largo plazo.
Determinación de necesidades en producciones publicitarias para clientes.
Coordinar con área de producción realización de productos. 
Brindar servicio post-venta y retroalimentación a clientes respecto del mercado.
Cumplimiento de metas planteadas.

Se ofrece: 
Renta fija + comisiones por ventas
Ingresar de forma estable a una organización líder en el rubro, con amplia trayectoria y prestigio en el mercado.
Bonificación de $35.000 para combustible


BVM Consultores S.A. invita a los interesados a enviar sus antecedentes al mail  reclutamiento2@bvmconsultores.com indicando en ASUNTO CARGO AL CUAL POSTULA Y PRETESIONES DE RENTA. O ingresar sus datos directamente en el sitio www.SeRecluta.com
",Jornada Completa,indefinida,Huechuraba,Universitaria,Graduado,"Experiencia en Venta de servicios o soportes publicitarios de gran tamaño (Excluyente)
Título de Ingeniero Comercial, Administrador de Empresas o afín con el rubro.
Conocimientos y experiencia comprobable en el rubro Marketing, Publicidad y/o merchandising.
Compromiso, determinación, dinamismo y proactividad
Clara orientación a resultados (alto retorno por comisiones)
Conocimiento de productos y servicios (Características, usos, aplicaciones, diseño, entre otras)
",[Relaciones Públicas] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[3426, 3427, 3428, 3431]"
3430,653261.0,613689,2010-08-25,2.0,0.0,1.0,2010-11-23 00:00:00,90,0,Post-sales engineer,Telecomunicaciones,Farmacéutica,"?Be responsible for technical support, including on-site technical support and remote technical support.  
?Participating in customer, partner and internal training. 
?Trial support & Project implementation
?Continuously enhance and improve the technical support service framework to achieve channel partners and customers satisfaction.
",Jornada Completa,one year,comna las condes edificio neruda,Técnico profesional superior,Egresado,"good english
related technical experience",,Desactivo,Gratuito,Nivel usuario,,1000000.0,Matched (3),0,1,0,0,[5227]
3431,653283.0,16711,2010-09-15,1.0,0.0,2.0,2010-11-23 00:00:00,69,0,"Ejecutivo comercial, Empresa de SOPORTES publicitarios, Huechuraba",Ventas,Arquitectura / Diseño / Decoración,"Nuestro cliente, importante empresa nacional Especialistas en el servicio de Fabricación, Instalación y Mantención de soportes Publicitarios, requiere al mejor Ejecutivo Comercial para integrarse a su fuerza laboral.

Funciones:
Captación de clientes mediante reuniones y visitas a los mismos.
Generación de relaciones comerciales a largo plazo.
Determinación de necesidades en producciones publicitarias para clientes.
Coordinar con área de producción realización de productos. 
Brindar servicio post-venta y retroalimentación a clientes respecto del mercado.
Cumplimiento de metas planteadas.

Se ofrece: 
Renta fija + comisiones por ventas
Ingresar de forma estable a una organización líder en el rubro, con amplia trayectoria y prestigio en el mercado.
Bonificación de $35.000 para combustible


BVM Consultores S.A. invita a los interesados a enviar sus antecedentes al mail  reclutamiento2@bvmconsultores.com indicando en ASUNTO CARGO AL CUAL POSTULA Y PRETESIONES DE RENTA. O ingresar sus datos directamente en el sitio www.SeRecluta.com
",Jornada Completa,indefinida,Huechuraba,Universitaria,Graduado,"Experiencia en Venta de servicios o soportes publicitarios de gran tamaño (Excluyente)
Título de Ingeniero Comercial, Administrador de Empresas o afín con el rubro.
Conocimientos y experiencia comprobable en el rubro Marketing, Publicidad y/o merchandising.
Compromiso, determinación, dinamismo y proactividad
Clara orientación a resultados (alto retorno por comisiones)
Conocimiento de productos y servicios (Características, usos, aplicaciones, diseño, entre otras)

",[Marketing / Mercadotecnia] - ,Desactivo,Gratuito,Nivel usuario avanzado,,1000000.0,Matched (3),1,0,0,0,"[3426, 3427, 3428, 3429]"
3432,653308.0,4870,2010-08-25,2.0,0.0,1.0,2010-11-23 00:00:00,90,0,Profesor,Educación Física,Otra Actividad,"Importante empresa de Recursos Humanos requiere contratar Profesores de Salsa con experiencia y horario flexible. El postulante deberá impartir clases de Salsa a los grupos.

Características del cargo:
* Se cancela con boleta honorario.
* Horario Part-Time.
* Se trabaja Algunos días y horas a la semana.
",Part Time,Indefinido,Centro,Técnico profesional superior,Egresado,"Requisitos mínimos: 
* Tener Experiencia impartiendo clases de Salsa.
* Flexibilidad de horario. 
* Idealmente Profesor de Salsa o a fin.

",,Desactivo,Pagado,Ninguno,,10000.0,Matched (3),0,0,0,1,"[3433, 3434, 3435, 3436, 3504, 3505, 3506, 3507, 3509]"
3433,653311.0,4870,2010-08-25,2.0,0.0,1.0,2010-11-23 00:00:00,90,0,Profesor de Salsa (Iquique),Educación Física,Otra Actividad,"Importante empresa de Recursos Humanos requiere contratar Profesores de Salsa con experiencia y horario flexible. El postulante deberá impartir clases de Salsa a los grupos.

Características del cargo:
* Se cancela con boleta honorario.
* Horario Part-Time.
* Se trabaja Algunos días y horas a la semana.
",Part Time,Indefinido,Centro,Técnico profesional superior,Egresado,"Requisitos mínimos: 
* Tener Experiencia impartiendo clases de Salsa.
* Flexibilidad de horario. 
* Idealmente Profesor de Salsa o a fin.

",,Desactivo,Pagado,Ninguno,,10000.0,Matched (3),0,0,0,1,"[3432, 3434, 3435, 3436, 3504, 3505, 3506, 3507, 3509]"
3434,653312.0,4870,2010-08-25,2.0,0.0,1.0,2010-11-23 00:00:00,90,0,Profesor de Salsa (Antofagasta),Educación Física,Otra Actividad,"Importante empresa de Recursos Humanos requiere contratar Profesores de Salsa con experiencia y horario flexible. El postulante deberá impartir clases de Salsa a los grupos.

Características del cargo:
* Se cancela con boleta honorario.
* Horario Part-Time.
* Se trabaja Algunos días y horas a la semana.
",Part Time,Indefinido,Centro de Antofagasta,Técnico profesional superior,Egresado,"Requisitos mínimos: 
* Tener Experiencia impartiendo clases de Salsa.
* Flexibilidad de horario. 
* Idealmente Profesor de Salsa o a fin.

",,Desactivo,Pagado,Ninguno,,10000.0,Matched (3),0,0,0,1,"[3432, 3433, 3435, 3436, 3504, 3505, 3506, 3507, 3509]"
3435,653314.0,4870,2010-08-25,2.0,0.0,1.0,2010-11-23 00:00:00,90,0,Profesor de Salsa (Calama),Educación Física,Otra Actividad,"Importante empresa de Recursos Humanos requiere contratar Profesores de Salsa con experiencia y horario flexible. El postulante deberá impartir clases de Salsa a los grupos.

Características del cargo:
* Se cancela con boleta honorario.
* Horario Part-Time.
* Se trabaja Algunos días y horas a la semana.
",Part Time,Indefinido,Centro de Calama,Técnico profesional superior,Egresado,"Requisitos mínimos: 
* Tener Experiencia impartiendo clases de Salsa.
* Flexibilidad de horario. 
* Idealmente Profesor de Salsa o a fin.

",,Desactivo,Pagado,Ninguno,,10000.0,Matched (3),0,0,0,1,"[3432, 3433, 3434, 3436, 3504, 3505, 3506, 3507, 3509]"
3436,653316.0,4870,2010-08-25,2.0,0.0,1.0,2010-11-23 00:00:00,90,0,Profesor de Salsa,Educación Física,Otra Actividad,"Importante empresa de Recursos Humanos requiere contratar Profesores de Salsa con experiencia y horario flexible. El postulante deberá impartir clases de Salsa a los grupos.

Características del cargo:
* Se cancela con boleta honorario.
* Horario Part-Time.
* Se trabaja Algunos días y horas a la semana.
",Part Time,Indefinido,Santiago,Técnico profesional superior,Egresado,"Requisitos mínimos: 
* Tener Experiencia impartiendo clases de Salsa.
* Flexibilidad de horario. 
* Idealmente Profesor de Salsa o a fin.

",,Desactivo,Pagado,Ninguno,,10000.0,Matched (3),0,0,0,1,"[3432, 3433, 3434, 3435, 3504, 3505, 3506, 3507, 3509]"
3439,653531.0,644092,2010-08-26,9.0,0.0,1.0,2010-11-30 00:00:00,96,0,Captación de Socios,Comercial,Arquitectura / Diseño / Decoración,"CORPORACIÓN LA ESPERANZA, BUSCA JÓVENES PARA SU CAMPAÑA DE, CAPTACIÓN DE SOCIOS PERSONAS HIPER - ACTIVAS, RESPONSABLES Y CON GRAN ESPIRITU SOLIDARIO.
HORARIO FLEXIBLE, RENTA POR COMISIONES",Part Time,Indefinido,Santiafo,Media,Indiferente,Mayor de 18 años,,Desactivo,Gratuito,Nivel usuario,,100000.0,Matched (3),0,0,0,1,"[3416, 3533, 3553, 3699]"
3442,653840.0,644220,2010-08-26,1.0,0.0,2.0,2010-10-25 00:00:00,60,0,JEFE DE VENTAS APERTURA COPIAPO,Ventas,Biotecnologia,"Por proceso de apertura de nuestra nueva tienda COPIAPO.

Buscamos a los mejores candidatos para el cargo de Jefe(a) de Ventas de áreas de vestuario, hogar y electro hogar, con experiencia en cargos afines, especialmente en el manejo de equipos de trabajo y servicio al cliente.

El cargo es responsable de la gestión comercial y administrativa de los departamentos a cargo, procurando el cumplimiento de metas y la excelencia en servicio.

Se requiere alta capacidad de gestión, autonomía y facilidad en el manejo de personas y equipos.",Jornada Completa,P.FIJO/INDEFINIDO,Copiapó,Técnico profesional superior,Egresado,"- Experiencia en mismo cargo o similiar en Multitiendas en departamentos de belleza y perfumería
- Alta orientación de servicio
- Desempeño comercial exitoso en sus empleos anteriores
- Disponibilidad para desempeñarse en horarios de mall.",[Ingeniería de Ejecución en Administración] - ,Desactivo,Gratuito,Nivel usuario,,100000.0,Matched (3),0,0,1,0,"[1445, 1446, 2499, 2830, 2948, 3146, 3154, 3192, 3315, 3601]"
3447,654107.0,10768,2010-08-26,15.0,0.0,0.0,2010-11-24 00:00:00,90,0,Captadores,Corporativa,Aeronaves / Astilleros,"Corporación La Esperanza, busca Jóvenes para su Campaña de: 
        CAPTACIÓN DE SOCIOS
Personas Hiper- Activas, Responsables y con Gran Espíritu Solidario.
",Comisionista,Indefinido,santiago,Universitaria,En curso,"Personas Hiper- Activas, Responsables y con Gran Espíritu Solidario.
Horario Flexible, Renta por Comisiones.
",,Desactivo,Gratuito,Nivel usuario,,111111.0,Matched (3),0,0,0,1,"[3416, 3533, 3553, 3699]"
3449,654195.0,644120,2010-08-26,1.0,1.0,2.0,2010-11-24 00:00:00,90,0,Encargado de Cuentas por Pagar e Impuestos. ,Contabilidad,Aeronaves / Astilleros,"Objetivo principal del puesto:
 Mantener al día el registro de cuentas por pagar, depuraciones de cxp, así como los impuestos, declaraciones y pagos asociados a estos.
Descripción General, de las funciones a realizar: 
oCaptura de registros contables de gastos contra proveedores. 
oRevisión de cuentas de proveedores, depuración, mantenimiento del maestro.
oPropuesta de pago hacia Chile (validación).
oDepuraciones de saldos de cxp y provisiones.
oImpuestos federales (cálculo, declaraciones y seguimiento de pago).
oConciliaciones Bancarias.
oCierres de mes apoyo en reportes.
oConciliación fiscal contable trimestral /proyección cierre año/ planificación fiscal.

",Jornada Completa,El primer contrato será por 6 meses por tiempo determinado y una vez pasando se contrata por tiempo indefinido,"Concentro, Ciudad Granja",Licenciatura,Graduado,"Titulado. Edad: 25 a 35 años. Sexo: Indistinto. Estado Civil: Indistinto.
Idiomas: Inglés 80% (no indispensable).                         
Paquetería específica: Office, con dominio en Excel, de preferencia  SAP.
Tiempo mínimo requerido de Experiencia: 2 años en puestos similares. Áreas de Experiencia: Contabilidad e Impuestos.
Prestaciones:
En los 6 primeros meses de prueba solo prestaciones de Ley, posteriormente se da la planta con Sueldo Base + 15 días de Vacaciones + 15 de Aguinaldo + Seguro GMM y Vida.
Proyección dentro de la empresa: 
De acuerdo a sus habilidades y al desarrollo que muestre dentro de su puesto y en la empresa.
Lugar de trabajo: Base en Guadalajara y viajar por toda la República.
Horario: Lunes a Viernes, 8:30am a 6:30pm con una hora y media para comer.
Habilidades y aptitudes especificas para el puesto:
Responsable 
Analítico
Calidad en el trabajo
Proactivo
Mucho Empuje
Iniciativa
Creativo
Independiente
Disposición
Buena actitud.
Interesados favor de enviar Currículo Vitae a: dolores.lopez@arauco.cl

",[Contador General / Contabilidad] - ,Desactivo,Gratuito,Nivel usuario avanzado,,14000.0,Matched (3),1,0,0,0,[3450]
3450,654210.0,644116,2010-08-26,1.0,1.0,2.0,2010-11-24 00:00:00,90,0,ENCARGADO DE CUENTAS POR PAGAR E IMPUESTOS.,Contabilidad,Aeronaves / Astilleros,"Objetivo principal del puesto:
 Mantener al día el registro de cuentas por pagar, depuraciones de cxp, así como los impuestos, declaraciones y pagos asociados a estos.
 Descripción General, de las funciones a realizar: 
 oCaptura de registros contables de gastos contra proveedores. 
 oRevisión de cuentas de proveedores, depuración, mantenimiento del maestro.
 oPropuesta de pago hacia Chile (validación).
 oDepuraciones de saldos de cxp y provisiones.
 oImpuestos federales (cálculo, declaraciones y seguimiento de pago).
 oConciliaciones Bancarias.
 oCierres de mes apoyo en reportes.
 oConciliación fiscal contable trimestral /proyección cierre año/ planificación fiscal.",Jornada Completa,El primer contrato será por 6 meses por tiempo determinado y una vez pasando se contrata por tiempo indefinido.,"Concentro, Cd. Granja",Licenciatura,Graduado,"Titulado. Edad: 25 a 35 años. Sexo: Indistinto. Estado Civil: Indistinto.
 Idiomas: Inglés 80% (no indispensable). 
 Paquetería específica: Office, con dominio en Excel, de preferencia SAP.
 Tiempo mínimo requerido de Experiencia: 2 años en puestos similares. Áreas de Experiencia: Contabilidad e Impuestos.
 Prestaciones:
 En los 6 primeros meses de prueba solo prestaciones de Ley, posteriormente se da la planta con Sueldo Base + 15 días de Vacaciones + 15 de Aguinaldo + Seguro GMM y Vida.
 Proyección dentro de la empresa: 
 De acuerdo a sus habilidades y al desarrollo que muestre dentro de su puesto y en la empresa.
 Lugar de trabajo: Base en Guadalajara y viajar por toda la República.
 Horario: Lunes a Viernes, 8:30am a 6:30pm con una hora y media para comer.
 Habilidades y aptitudes especificas para el puesto:
 Responsable 
 Analítico
 Calidad en el trabajo
 Proactivo
 Mucho Empuje
 Iniciativa
 Creativo
 Independiente
 Disposición
 Buena actitud.",[Contador General / Contabilidad] - ,Desactivo,Gratuito,Nivel usuario avanzado,,14000.0,Matched (3),1,0,0,0,[3449]
3452,654305.0,635567,2010-08-27,200.0,0.0,1.0,2010-11-25 00:00:00,90,0,Escritores freelance para artículos How-to,Comunicación / Medios,Aeronaves / Astilleros,"EmergingCast Inc. es una novedosa compañía dedicada a la producción de contenido digital (texto, audio y video) que se distribuyen en Internet, TV y plataformas de Mobile.
	
Estamos buscando freelancers para escribir y/o traducir contenido de texto en formato corto (entre 300 y 500 palabras).

Principalmente artículos y guiones instruccionales/How-to (por ejemplo: como preparar un daiquiri de fresa).

Puedes manejar tus tiempos y trabajar en ratos libres desde tu casa o desde donde tú prefieras.

Requisitos:

- Tienes que poder escribir en perfecto inglés americano y/o español neutro.
- Tienes que prestar mucha atención a la gramática, tipeo y puntuación (no se permiten errores de ese tipo).
- Tienes que poseer excelente capacidad para la investigación online. De esa forma podrás escribir sobre cada tópico que se presente.
- Los artículos deben ser cuidadosamente investigados y escritos. Deben ser fácil de leer y sonar natural (recuerda que muchos de ellos serán luego grabados y filmados).
- No está permitido el plagio. Todos los trabajos serán procesados utilizando nuestro sistema anti-plagio.

Únete a http://www.emergingcast.com
",Part Time,Indefinido,TRABAJA DESDE TU CASA,Secundario,Indiferente,"- Tienes que poder escribir en perfecto inglés americano y/o español neutro.
- Tienes que prestar mucha atención a la gramática, tipeo y puntuación (no se permiten errores de ese tipo).
- Tienes que poseer excelente capacidad para la investigación online. De esa forma podrás escribir sobre cada tópico que se presente.
- Los artículos deben ser cuidadosamente investigados y escritos. Deben ser fácil de leer y sonar natural (recuerda que muchos de ellos serán luego grabados y filmados).
- No está permitido el plagio. Todos los trabajos serán procesados utilizando nuestro sistema anti-plagio.
",[Periodismo] - ,Desactivo,Pagado,Nivel usuario,,1500.0,Matched (3),0,0,1,0,"[2580, 2739, 3221]"
